"date","Air Temp ˚F","Precipitation (inches)","Relative Humidity (%)","Leaf Wetness (minutes)","Solar Radiation (langleys)","Wind Speed (mph)","Wind Direction (degrees)"
"01/05/2024 21:00","18.5","0","91","0","0","4.4","131"
"01/05/2024 22:00","18.4","0","91","0","0","4.4","131"
"01/05/2024 23:00","21.2","0","88","0","0","4.5","156"
"01/06/2024 00:00","21.8","0","86","0","0","4.7","154"
"01/06/2024 01:00","23.1","0","84","0","0","5.4","148"
"01/06/2024 02:00","23.6","0","83","0","0","5.9","135"
"01/06/2024 03:00","24.2","0","81","0","0","7.1","146"
"01/06/2024 04:00","24.9","0","80","0","0","7.5","137"
"01/06/2024 05:00","25.8","0","77","0","0","6.1","136"
"01/06/2024 06:00","25.3","0","79","0","0","6.4","152"
"01/06/2024 07:00","24.9","0","80","0","0","7.3","148"
"01/06/2024 08:00","25","0","81","0","0","0","22"
"01/06/2024 09:00","25.4","0","83","0","2","0.7","22"
"01/06/2024 10:00","29.2","0","73","0","5","2.5","165"
"01/06/2024 11:00","31.7","0","68","0","8","10.8","172"
"01/06/2024 12:00","31.1","0","86","0","9","6.1","167"
"01/06/2024 13:00","32","0","91","0","7","7.3","166"
"01/06/2024 14:00","32.1","0","92","0","9","4.2","156"
"01/06/2024 15:00","31.6","0","93","41","6","5.1","166"
"01/06/2024 16:00","31.1","0","92","37","3","2.2","163"
"01/06/2024 17:00","31.2","0","89","1","1","4.5","163"
"01/06/2024 18:00","30.1","0","91","0","0","0.3","212"
"01/06/2024 19:00","29.4","0","93","0","0","2.1","67"
"01/06/2024 20:00","29.1","0","95","0","0","3","57"
"01/06/2024 21:00","29.1","0","96","0","0","0.7","67"
"01/06/2024 22:00","29.3","0","96","0","0","1.9","162"
"01/06/2024 23:00","29.3","0","95","0","0","0.2","180"
"01/07/2024 00:00","29.1","0","95","0","0","0.4","45"
"01/07/2024 01:00","29","0","96","0","0","0","45"
"01/07/2024 02:00","29","0","96","0","0","1.1","180"
"01/07/2024 03:00","29.1","0","98","0","0","1.5","180"
"01/07/2024 04:00","29.3","0","97","0","0","1.3","270"
"01/07/2024 05:00","29.8","0","98","0","0","1.5","244"
"01/07/2024 06:00","30.6","0","97","0","0","2.8","270"
"01/07/2024 07:00","31.1","0","98","29","0","0.1","270"
"01/07/2024 08:00","31.5","0","99","60","0","0.9","292"
"01/07/2024 09:00","31.7","0","98","60","1","1.4","334"
"01/07/2024 10:00","31.8","0","98","60","2","1.7","337"
"01/07/2024 11:00","32.1","0","98","60","6","0.6","360"
"01/07/2024 12:00","32.6","0.01","98","60","11","0.6","22"
"01/07/2024 13:00","33.1","0.02","98","60","9","0.5","22"
"01/07/2024 14:00","32","0","98","60","6","2","292"
"01/07/2024 15:00","32","0","98","60","3","2","292"
"01/07/2024 16:00","32.1","0.01","97","60","2","1","270"
"01/07/2024 17:00","32.7","0","99","60","0","3.7","271"
"01/07/2024 18:00","32.6","0","99","60","0","5.4","289"
"01/07/2024 19:00","32.6","0","99","60","0","3.4","296"
"01/07/2024 20:00","32.8","0.01","99","60","0","4.1","288"
"01/07/2024 21:00","33.1","0","98","60","0","3.6","291"
"01/07/2024 22:00","32.8","0","98","60","0","3.1","296"
"01/07/2024 23:00","33.3","0","94","60","0","3","296"
"01/08/2024 00:00","33.5","0","93","60","0","3.9","312"
"01/08/2024 01:00","33.4","0","89","60","0","4.1","292"
"01/08/2024 02:00","33.3","0","89","50","0","3.7","284"
"01/08/2024 03:00","33.4","0.01","85","0","0","4.3","274"
"01/08/2024 04:00","33.7","0","85","0","0","4.7","275"
"01/08/2024 05:00","33.2","0","85","0","0","0","270"
"01/08/2024 06:00","32.3","0","89","0","0","2.4","180"
"01/08/2024 07:00","32.9","0","90","0","0","0.5","190"
"01/08/2024 08:00","32.5","0","91","0","0","0.6","202"
"01/08/2024 09:00","32.8","0","92","0","1","1.5","179"
"01/08/2024 10:00","34.1","0","93","34","5","1.6","188"
"01/08/2024 11:00","34.1","0.01","93","60","5","1.2","215"
"01/08/2024 12:00","34","0.02","92","60","5","1.7","210"
"01/08/2024 13:00","34.8","0.02","92","60","9","2","241"
"01/08/2024 14:00","35.5","0.02","89","60","10","1.4","225"
"01/08/2024 15:00","35.7","0.02","88","36","8","1.4","196"
"01/08/2024 16:00","35.3","0.02","87","0","5","1.9","172"
"01/08/2024 17:00","34.2","0","89","0","1","1.6","180"
"01/08/2024 18:00","33.9","0.01","90","0","0","2.8","169"
"01/08/2024 19:00","33.5","0","91","0","0","2.2","132"
"01/08/2024 20:00","32","0","90","0","0","2.7","110"
"01/08/2024 21:00","32.3","0","88","0","0","3","90"
"01/08/2024 22:00","32.8","0","86","0","0","5.1","152"
"01/08/2024 23:00","33.3","0","84","0","0","4.2","132"
"01/09/2024 00:00","33","0","83","0","0","3.6","128"
"01/09/2024 01:00","33.3","0","81","0","0","10.1","165"
"01/09/2024 02:00","33.6","0","80","0","0","11.5","165"
"01/09/2024 03:00","34.1","0","79","0","0","13.3","174"
"01/09/2024 04:00","34.6","0","77","0","0","14.7","177"
"01/09/2024 05:00","35.2","0","77","0","0","14.8","173"
"01/09/2024 06:00","35.5","0","76","0","0","15.8","178"
"01/09/2024 07:00","33.2","0","88","0","0","12.7","168"
"01/09/2024 08:00","33","0.03","95","0","0","15.8","167"
"01/09/2024 09:00","34.8","0.13","95","46","1","19.1","175"
"01/09/2024 10:00","37","0.07","93","51","3","23.3","173"
"01/09/2024 11:00","38.1","0.02","91","52","5","21.3","176"
"01/09/2024 12:00","38.9","0.06","91","60","8","25.1","174"
"01/09/2024 13:00","39.2","0.06","92","60","5","23.7","173"
"01/09/2024 14:00","40.3","0.07","91","60","4","20.7","173"
"01/09/2024 15:00","40.9","0.03","92","60","5","18.8","173"
"01/09/2024 16:00","41.2","0.09","93","58","2","18.2","180"
"01/09/2024 17:00","42.4","0.03","92","60","0","16","180"
"01/09/2024 18:00","44.7","0.02","87","18","0","21.9","174"
"01/09/2024 19:00","45.4","0","87","0","0","15.3","175"
"01/09/2024 20:00","46.2","0","87","0","0","15.9","177"
"01/09/2024 21:00","45.4","0","92","0","0","13.1","180"
"01/09/2024 22:00","45.4","0.03","94","17","0","8","212"
"01/09/2024 23:00","44.1","0","88","60","0","4.7","224"
"01/10/2024 00:00","43.3","0","86","5","0","6.3","231"
"01/10/2024 01:00","42.5","0","84","0","0","6.7","224"
"01/10/2024 02:00","41.5","0","84","0","0","7.3","239"
"01/10/2024 03:00","40.1","0","83","0","0","5.7","233"
"01/10/2024 04:00","38.9","0","84","0","0","8","229"
"01/10/2024 05:00","37.7","0","84","0","0","6.9","226"
"01/10/2024 06:00","36.9","0","84","0","0","6.6","233"
"01/10/2024 07:00","36.2","0","84","0","0","7.5","244"
"01/10/2024 08:00","34.6","0","90","0","0","6.8","225"
"01/10/2024 09:00","34.8","0.01","89","0","1","9.1","235"
"01/10/2024 10:00","32.8","0","94","21","2","10.8","259"
"01/10/2024 11:00","32.2","0.01","96","60","3","13.7","275"
"01/10/2024 12:00","31.8","0","96","19","3","13.4","270"
"01/10/2024 13:00","32.1","0.01","98","0","4","13.7","275"
"01/10/2024 14:00","32.2","0.01","98","46","3","12.6","279"
"01/10/2024 15:00","32.4","0.01","95","29","2","13.7","282"
"01/10/2024 16:00","33.5","0","91","0","1","12.5","281"
"01/10/2024 17:00","33.8","0","86","0","0","10.5","274"
"01/10/2024 18:00","34.4","0","83","0","0","12.4","272"
"01/10/2024 19:00","34","0","81","0","0","10.3","276"
"01/10/2024 20:00","33.9","0","80","0","0","10.6","281"
"01/10/2024 21:00","33.9","0","82","0","0","8.9","279"
"01/10/2024 22:00","32","0","95","0","0","6.3","265"
"01/10/2024 23:00","31.7","0","97","0","0","3.8","255"
"01/11/2024 00:00","32","0","93","0","0","5.6","234"
"01/11/2024 01:00","31.9","0","87","0","0","3.8","228"
"01/11/2024 02:00","32","0","84","0","0","4.5","234"
"01/11/2024 03:00","32.3","0","82","0","0","4.2","235"
"01/11/2024 04:00","32","0","85","0","0","2.6","222"
"01/11/2024 05:00","31.8","0","85","0","0","2.3","208"
"01/11/2024 06:00","30.7","0","92","0","0","2.6","195"
"01/11/2024 07:00","31.5","0","88","0","0","3.4","198"
"01/11/2024 08:00","31.6","0","87","0","0","5.2","190"
"01/11/2024 09:00","31.9","0","88","0","2","6","196"
"01/11/2024 10:00","33","0","88","0","8","6.9","193"
"01/11/2024 11:00","34.3","0","87","0","15","5.7","202"
"01/11/2024 12:00","34.6","0.02","88","0","8","4.8","222"
"01/11/2024 13:00","34.7","0","87","0","5","4.5","239"
"01/11/2024 14:00","33","0.01","95","23","4","3.2","233"
"01/11/2024 15:00","33.7","0.02","95","60","2","4","236"
"01/11/2024 16:00","34","0.01","95","60","1","4.8","245"
"01/11/2024 17:00","34.1","0.01","94","60","0","5.1","248"
"01/11/2024 18:00","33.4","0.01","96","60","0","4.7","242"
"01/11/2024 19:00","33.3","0","97","60","0","5.4","251"
"01/11/2024 20:00","33.1","0","97","60","0","4.7","245"
"01/11/2024 21:00","33.5","0.01","98","60","0","5.3","251"
"01/11/2024 22:00","33.3","0","97","60","0","4.9","253"
"01/11/2024 23:00","33.5","0.01","95","60","0","3.9","246"
"01/12/2024 00:00","33.2","0","95","10","0","2.7","241"
"01/12/2024 01:00","33.1","0","93","0","0","1.5","212"
"01/12/2024 02:00","33.1","0","93","0","0","1.6","217"
"01/12/2024 03:00","33","0","92","0","0","2.8","194"
"01/12/2024 04:00","32.8","0","92","0","0","3.8","172"
"01/12/2024 05:00","32.8","0","92","0","0","3.2","168"
"01/12/2024 06:00","32.8","0","90","0","0","3.8","159"
"01/12/2024 07:00","31.8","0","89","0","0","3.3","127"
"01/12/2024 08:00","31.4","0","90","0","0","3.1","160"
"01/12/2024 09:00","32.4","0","86","0","2","5.3","159"
"01/12/2024 10:00","33.6","0","82","0","6","7.3","167"
"01/12/2024 11:00","34.7","0.01","81","0","15","12.4","169"
"01/12/2024 12:00","37.3","0","74","0","24","12.2","155"
"01/12/2024 13:00","38.6","0","68","0","15","13.7","169"
"01/12/2024 14:00","40.2","0","61","0","11","16.4","162"
"01/12/2024 15:00","41","0","57","0","5","16.2","164"
"01/12/2024 16:00","40.8","0","57","0","2","14.4","166"
"01/12/2024 17:00","40.3","0.02","60","0","0","17","169"
"01/12/2024 18:00","33.7","0.13","91","45","0","19.5","171"
"01/12/2024 19:00","34.5","0.18","95","60","0","23.8","175"
"01/12/2024 20:00","36.3","0.13","91","60","0","23.5","175"
"01/12/2024 21:00","36.7","0.03","90","55","0","18.6","179"
"01/12/2024 22:00","37.4","0.02","91","41","0","18.8","175"
"01/12/2024 23:00","39.2","0","89","38","0","17.2","178"
"01/13/2024 00:00","39.5","0","91","0","0","16.1","178"
"01/13/2024 01:00","39.5","0","91","0","0","13.2","185"
"01/13/2024 02:00","39.3","0","92","0","0","12.9","180"
"01/13/2024 03:00","39.7","0","93","0","0","12.2","178"
"01/13/2024 04:00","39.7","0","94","0","0","10.1","180"
"01/13/2024 05:00","39.5","0.01","93","10","0","10.1","246"
"01/13/2024 06:00","32.3","0","97","60","0","6.9","264"
"01/13/2024 07:00","32.6","0","99","60","0","5","255"
"01/13/2024 08:00","32.3","0","98","60","0","6.9","248"
"01/13/2024 09:00","31.8","0.01","98","60","1","6.9","244"
"01/13/2024 10:00","29.9","0","97","36","6","7.8","225"
"01/13/2024 11:00","28.2","0","93","0","8","6.4","225"
"01/13/2024 12:00","25.6","0","90","0","8","9.7","225"
"01/13/2024 13:00","25.3","0","87","0","13","8.5","225"
"01/13/2024 14:00","24.7","0","85","0","9","8.9","225"
"01/13/2024 15:00","24.9","0","85","0","10","8.9","225"
"01/13/2024 16:00","25.1","0","84","0","9","9.5","234"
"01/13/2024 17:00","24.6","0","86","0","2","9.4","232"
"01/13/2024 18:00","23.9","0","89","0","0","9.4","232"
"01/13/2024 19:00","24.7","0","87","0","0","8.8","237"
"01/13/2024 20:00","25.1","0","85","0","0","8.4","241"
"01/13/2024 21:00","24.6","0","87","0","0","8.4","236"
"01/13/2024 22:00","24.1","0","89","0","0","7.5","236"
"01/13/2024 23:00","24.1","0","85","0","0","8.7","230"
"01/14/2024 00:00","23.3","0","84","0","0","8.1","227"
"01/14/2024 01:00","22.5","0","83","0","0","8.1","234"
"01/14/2024 02:00","22.3","0","83","0","0","7.6","232"
"01/14/2024 03:00","21.7","0","86","0","0","7.1","229"
"01/14/2024 04:00","21.6","0","87","0","0","7","231"
"01/14/2024 05:00","21","0","87","0","0","7","236"
"01/14/2024 06:00","20.6","0","89","0","0","3.7","241"
"01/14/2024 07:00","19.8","0","87","0","0","9.8","242"
"01/14/2024 08:00","16.2","0","88","0","0","12","255"
"01/14/2024 09:00","13.6","0","75","0","3","8.7","246"
"01/14/2024 10:00","12.5","0","76","0","13","10.3","245"
"01/14/2024 11:00","11.2","0","74","0","16","8.6","241"
"01/14/2024 12:00","11.1","0","71","0","18","9.7","247"
"01/14/2024 13:00","10.8","0","73","0","13","8.7","239"
"01/14/2024 14:00","10.7","0","75","0","10","7.8","244"
"01/14/2024 15:00","11.5","0","73","0","12","7.2","238"
"01/14/2024 16:00","11.7","0","72","0","8","6.8","235"
"01/14/2024 17:00","11.6","0","71","0","3","7.8","241"
"01/14/2024 18:00","10.7","0","70","0","0","5.9","235"
"01/14/2024 19:00","10.4","0","69","0","0","6.8","223"
"01/14/2024 20:00","9.9","0","70","0","0","6.3","223"
"01/14/2024 21:00","9.8","0","71","0","0","5.9","225"
"01/14/2024 22:00","9.3","0","73","0","0","6","219"
"01/14/2024 23:00","9.7","0","75","0","0","5.3","217"
"01/15/2024 00:00","10.5","0","77","0","0","5.2","223"
"01/15/2024 01:00","9.2","0","79","0","0","5.4","212"
"01/15/2024 02:00","8.9","0","80","0","0","6.2","203"
"01/15/2024 03:00","8.7","0","81","0","0","4.8","210"
"01/15/2024 04:00","8.5","0","81","0","0","5.9","194"
"01/15/2024 05:00","7.4","0","82","0","0","6.8","195"
"01/15/2024 06:00","6.7","0","83","0","0","6.6","195"
"01/15/2024 07:00","5.8","0","83","0","0","8.1","187"
"01/15/2024 08:00","6","0","83","0","0","7.1","193"
"01/15/2024 09:00","5.3","0","83","0","3","7.2","191"
"01/15/2024 10:00","7.8","0","79","0","17","5.7","205"
"01/15/2024 11:00","10","0","72","0","31","5.6","204"
"01/15/2024 12:00","12.1","0","66","0","37","5.3","206"
"01/15/2024 13:00","13.7","0","61","0","39","4","246"
"01/15/2024 14:00","14.8","0","58","0","17","3.4","235"
"01/15/2024 15:00","15.4","0","57","0","7","3.5","238"
"01/15/2024 16:00","16","0","57","0","10","3","235"
"01/15/2024 17:00","14.7","0","58","0","4","3.7","270"
"01/15/2024 18:00","13.6","0","63","0","0","2.2","247"
"01/15/2024 19:00","13","0","65","0","0","0.8","204"
"01/15/2024 20:00","12.6","0","67","0","0","0","202"
"01/15/2024 21:00","12.1","0","69","0","0","3.2","186"
"01/15/2024 22:00","12.5","0","69","0","0","3","183"
"01/15/2024 23:00","12.7","0","70","0","0","3.7","186"
"01/16/2024 00:00","13","0","69","0","0","3","179"
"01/16/2024 01:00","13","0","70","0","0","1.4","188"
"01/16/2024 02:00","13","0","68","0","0","2.6","197"
"01/16/2024 03:00","13.2","0","67","0","0","4.5","191"
"01/16/2024 04:00","13.3","0","67","0","0","6.3","179"
"01/16/2024 05:00","13.2","0","69","0","0","3.3","203"
"01/16/2024 06:00","12.8","0","75","0","0","1.2","192"
"01/16/2024 07:00","12.6","0","82","0","0","3","195"
"01/16/2024 08:00","12.7","0","87","0","0","5.4","186"
"01/16/2024 09:00","13","0","89","0","2","3.9","201"
"01/16/2024 10:00","14","0","90","0","7","3.5","217"
"01/16/2024 11:00","15.3","0","87","0","16","6","238"
"01/16/2024 12:00","14.7","0","88","0","16","6.5","253"
"01/16/2024 13:00","14.8","0","92","0","13","3.8","247"
"01/16/2024 14:00","14.7","0","92","0","8","4.5","243"
"01/16/2024 15:00","14.9","0","91","0","8","6.8","244"
"01/16/2024 16:00","14.6","0","90","0","6","6.1","245"
"01/16/2024 17:00","13.6","0","89","0","2","5.2","240"
"01/16/2024 18:00","13","0","87","0","0","5.5","232"
"01/16/2024 19:00","12.9","0","82","0","0","6.1","241"
"01/16/2024 20:00","12.7","0","75","0","0","6.3","228"
"01/16/2024 21:00","11.4","0","71","0","0","6.8","221"
"01/16/2024 22:00","10.5","0","70","0","0","5.6","217"
"01/16/2024 23:00","10.1","0","73","0","0","6.4","221"
"01/17/2024 00:00","9.5","0","75","0","0","6.5","224"
"01/17/2024 01:00","8.6","0","74","0","0","7.2","222"
"01/17/2024 02:00","7.6","0","74","0","0","8.3","221"
"01/17/2024 03:00","6.8","0","74","0","0","5.8","215"
"01/17/2024 04:00","6.4","0","73","0","0","6.2","216"
"01/17/2024 05:00","5.8","0","74","0","0","6.2","220"
"01/17/2024 06:00","5.5","0","74","0","0","6.7","216"
"01/17/2024 07:00","5.4","0","75","0","0","6.1","219"
"01/17/2024 08:00","4.7","0","72","0","0","8.2","204"
"01/17/2024 09:00","4.4","0","73","0","3","8.5","206"
"01/17/2024 10:00","5.8","0","67","0","20","10.6","210"
"01/17/2024 11:00","8.4","0","59","0","32","6.8","226"
"01/17/2024 12:00","10.8","0","55","0","33","12","231"
"01/17/2024 13:00","12.6","0","54","0","34","8.2","237"
"01/17/2024 14:00","14","0","50","0","20","6.4","232"
"01/17/2024 15:00","15.5","0","50","0","17","7.1","234"
"01/17/2024 16:00","16.3","0","50","0","13","6.9","233"
"01/17/2024 17:00","16.7","0","52","0","4","6.5","236"
"01/17/2024 18:00","17.3","0","52","0","0","6.8","232"
"01/17/2024 19:00","17.4","0","53","0","0","6.2","230"
"01/17/2024 20:00","17.7","0","54","0","0","6.3","227"
"01/17/2024 21:00","18.8","0","54","0","0","7.1","219"
"01/17/2024 22:00","19.4","0","55","0","0","5.7","222"
"01/17/2024 23:00","20","0","56","0","0","5.7","224"
"01/18/2024 00:00","19.8","0","58","0","0","6.2","229"
"01/18/2024 01:00","19.5","0","60","0","0","7.5","232"
"01/18/2024 02:00","20","0","62","0","0","6.9","231"
"01/18/2024 03:00","20.4","0","64","0","0","6.1","231"
"01/18/2024 04:00","20.4","0","65","0","0","5.7","229"
"01/18/2024 05:00","20","0","73","0","0","5.4","231"
"01/18/2024 06:00","18.8","0","85","0","0","4.2","228"
"01/18/2024 07:00","19.6","0","88","0","0","4.1","226"
"01/18/2024 08:00","19.5","0","88","0","0","5.5","198"
"01/18/2024 09:00","20.1","0","89","0","3","4.7","200"
"01/18/2024 10:00","20.9","0","88","0","7","7","192"
"01/18/2024 11:00","20.6","0","87","0","10","4.8","214"
"01/18/2024 12:00","20.9","0","88","0","14","4","225"
"01/18/2024 13:00","22","0","84","0","15","3.2","224"
"01/18/2024 14:00","22.8","0","81","0","16","3.5","241"
"01/18/2024 15:00","22.6","0","82","0","16","4.7","239"
"01/18/2024 16:00","23","0","75","0","11","3.4","235"
"01/18/2024 17:00","23.1","0","74","0","3","2.2","210"
"01/18/2024 18:00","22.8","0","74","0","0","1.7","238"
"01/18/2024 19:00","22.6","0","74","0","0","2.5","183"
"01/18/2024 20:00","22.6","0","75","0","0","4.1","177"
"01/18/2024 21:00","22.7","0","74","0","0","4.9","177"
"01/18/2024 22:00","22.7","0","75","0","0","4.5","182"
"01/18/2024 23:00","22.6","0","75","0","0","4.2","167"
"01/19/2024 00:00","22.5","0","77","0","0","0.6","158"
"01/19/2024 01:00","22","0","79","0","0","2.2","157"
"01/19/2024 02:00","20.9","0","88","0","0","2.5","181"
"01/19/2024 03:00","20.4","0","91","0","0","1.9","162"
"01/19/2024 04:00","20.4","0","92","0","0","1.1","170"
"01/19/2024 05:00","20.3","0","93","0","0","2","180"
"01/19/2024 06:00","20.2","0","93","0","0","0.8","180"
"01/19/2024 07:00","20.2","0","92","0","0","0","155"
"01/19/2024 08:00","20.8","0","93","0","0","3.7","66"
"01/19/2024 09:00","21.5","0","93","0","3","3.9","65"
"01/19/2024 10:00","22.2","0","92","0","7","4.5","54"
"01/19/2024 11:00","22.8","0","94","0","9","3.2","20"
"01/19/2024 12:00","22.2","0","95","0","8","11.9","15"
"01/19/2024 13:00","20.9","0","94","0","11","9.4","10"
"01/19/2024 14:00","19.3","0","94","0","9","9.9","11"
"01/19/2024 15:00","18.5","0","93","0","8","9.5","12"
